Game Title,Console,Genre,Publisher,Developer,Critic Score,Sales,North American Sales,Japanese Sales,EU Sales,Other Sales,Release Year,Publisher Freq,Developer Freq
Dragon Warrior Monsters 2: Tara's Adventure,GB,Role-Playing,Enix,TOSE Software,7.101890450799806,0.4,0.0,0.4,0.0,0.0,2001,15,15
Rapala Pro Bass Fishing 2010,X360,Sports,Activision,FUN Labs,7.101890450799806,0.4,0.32,0.0,0.05,0.03,2010,1044,22
Harry Potter: Quidditch World Cup,GC,Sports,Electronic Arts,Electronic Arts,7.2,0.4,0.31,0.0,0.08,0.01,2003,843,63
NBA ShootOut 2000,PS,Sports,989 Studios,989 Sports,7.101890450799806,0.4,0.22,0.0,0.15,0.03,1999,17,35
The Lego Ninjago Movie Videogame,NS,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,7.101890450799806,0.4,0.21,0.0,0.15,0.03,2017,166,152
TNA iMPACT!,PS3,Fighting,Midway Games,Midway Studios Los Angeles,6.3,0.4,0.22,0.0,0.12,0.06,2008,255,6
Rocket League,NS,Sports,505 Games,Psyonix Studios,9.2,0.4,0.21,0.0,0.16,0.03,2018,130,5
Ghostbusters: The Video Game,DS,Action,Atari,Zen Studios Inc.,7.101890450799806,0.4,0.24,0.0,0.12,0.04,2009,335,1
Beowulf: The Game,X360,Action,Ubisoft,Ubisoft,4.9,0.4,0.36,0.0,0.01,0.03,2007,1012,196
Momotaro Dentetsu 2017: Tachiagare Nippon!!,3DS,Party,Nintendo,Valhalla Game Studios,7.101890450799806,0.4,0.0,0.4,0.0,0.0,2016,383,2
RR64: Ridge Racer 64,N64,Racing,Nintendo,Nintendo Software Technology Corporation,7.101890450799806,0.4,0.32,0.0,0.07,0.0,2000,383,7
18 Wheeler: American Pro Trucker,PS2,Racing,Acclaim Entertainment,Acclaim Studios Cheltenham,6.0,0.4,0.2,0.0,0.15,0.05,2001,195,11
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,Action,Konami,Konami,7.5,0.4,0.27,0.09,0.01,0.03,2009,769,409
Nicktoons: Freeze Frame Frenzy,GBA,Action,THQ,Altron,7.101890450799806,0.41,0.29,0.0,0.11,0.01,2004,726,25
Transformers: The Game,PS3,Action,Activision,Traveller's Tales,7.101890450799806,0.4,0.32,0.01,0.03,0.04,2007,1044,152
Wall-E,PS3,Platform,THQ,Heavy Iron Studios,7.101890450799806,0.41,0.12,0.0,0.21,0.08,2008,726,35
Warriors Orochi 2 (JP sales),PS2,Action,KOEI,Omega Force,7.101890450799806,0.4,0.0,0.4,0.0,0.0,2008,158,145
The Incredibles: Rise of the Underminer,GBA,Action,THQ,Helixe,7.101890450799806,0.41,0.29,0.0,0.11,0.01,2005,726,15
Power Rangers: Dino Thunder,GC,Action,THQ,Pacific Coast Power & Light,5.3,0.4,0.31,0.0,0.08,0.01,2004,726,12
Gauntlet: Seven Sorrows,PS2,Role-Playing,Midway Games,Midway Studios San Diego,7.101890450799806,0.4,0.2,0.0,0.15,0.05,2005,255,2
Samurai Shodown,SNES,Fighting,Takara,Takara,7.101890450799806,0.4,0.0,0.4,0.0,0.0,1994,16,20
Fighting Vipers,SAT,Fighting,Sega,Sega-AM2,8.0,0.4,0.0,0.4,0.0,0.0,1996,640,29
Spider-Man: Web of Shadows,X360,Action,Activision,Shaba Games / Treyarch,6.6,0.41,0.36,0.0,0.02,0.03,2008,1044,5
The Darkness II,X360,Shooter,2K Games,Digital Extremes,7.101890450799806,0.4,0.25,0.0,0.11,0.03,2012,121,12
Star Wars: Clone Wars,GC,Shooter,LucasArts,Pandemic Studios,7.3,0.4,0.31,0.0,0.08,0.01,2002,138,33
Destiny: The Taken King,X360,Shooter,Activision,Bungie,7.101890450799806,0.4,0.28,0.0,0.08,0.04,2015,1044,16
You Don't Know Jack,PS,Misc,Sierra Entertainment,"Starsphere Interactive, Inc.",8.5,0.4,0.22,0.0,0.15,0.03,1999,75,1
Pengo,2600,Action,Atari,Atari,7.101890450799806,0.4,0.38,0.0,0.02,0.0,1984,335,72
Naruto: Path of the Ninja,DS,Role-Playing,D3 Publisher,TOSE,7.101890450799806,0.4,0.37,0.0,0.0,0.03,2007,195,43
Monster Trucks Mayhem,Wii,Racing,Zoo Games,Team6 Game Studios,7.101890450799806,0.4,0.38,0.0,0.0,0.02,2009,59,4
Medarot: Kabuto / Kuwagata Version,GB,Role-Playing,Imagineer,Natsume,7.101890450799806,0.4,0.0,0.4,0.0,0.0,1997,12,33
Mouse Trap,2600,Action,Coleco,Coleco,7.101890450799806,0.4,0.38,0.0,0.02,0.0,1982,6,5
My Virtual Tutor: Reading Adventure First to Second Grade,DS,Misc,Mentor Interactive,1st Playable Productions,7.101890450799806,0.4,0.37,0.0,0.0,0.03,2009,8,21
Hot Wheels: Beat That!,PS2,Racing,Activision,Eutechnyx,7.101890450799806,0.4,0.2,0.0,0.15,0.05,2007,1044,39
Rampage: Total Destruction,GC,Action,Midway Games,"Pipeworks Software, Inc.",7.101890450799806,0.4,0.31,0.0,0.08,0.01,2006,255,25
Road Rash: Jailbreak,PS,Racing,Electronic Arts,Electronic Arts,7.101890450799806,0.4,0.22,0.0,0.15,0.03,1999,843,63
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,Misc,Sony Computer Entertainment,Various,7.101890450799806,0.41,0.23,0.0,0.15,0.03,2003,568,26
Disney Sing It! High School Musical 3: Senior Year,PS3,Misc,Disney Interactive Studios,Zoe Mode,7.101890450799806,0.4,0.08,0.0,0.26,0.06,2009,199,32
Six Flags Fun Park,Wii,Misc,Ubisoft,7 Studios,7.101890450799806,0.4,0.27,0.0,0.09,0.04,2009,1012,16
Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,Misc,Namco Bandai,Bandai Namco Games,7.101890450799806,0.4,0.0,0.4,0.0,0.0,2009,333,209
Speed Racer: The Videogame,Wii,Racing,Warner Bros. Interactive,Sidhe Interactive,7.101890450799806,0.4,0.35,0.0,0.02,0.03,2008,126,14
Suzuki TT Superbikes,PS2,Racing,Valcon Games,Jester Interactive,7.101890450799806,0.4,0.33,0.0,0.01,0.05,2005,29,5
Congo Bongo,2600,Action,Sega,Sega,7.101890450799806,0.4,0.37,0.0,0.02,0.0,1983,640,154
Moshi Monsters: Moshlings Theme Park,DS,Simulation,Activision,"Black Lantern Studios, Inc.",7.101890450799806,0.41,0.03,0.0,0.35,0.03,2012,1044,11
Style Lab: Makeover,DS,Simulation,Ubisoft,Jet Black Games,7.101890450799806,0.41,0.34,0.0,0.04,0.03,2009,1012,3
Littlest Pet Shop,Wii,Simulation,Electronic Arts,EA Salt Lake,7.101890450799806,0.4,0.33,0.0,0.04,0.03,2008,843,17
Mortal Kombat Mythologies: Sub-Zero,N64,Fighting,Midway Games,Avalanche Software,7.101890450799806,0.4,0.32,0.0,0.07,0.0,1997,255,69
WWE SmackDown! vs. RAW 2006,PSP,Fighting,THQ,Yuke's,8.1,0.4,0.36,0.0,0.01,0.03,2005,726,30
Overlord,X360,Adventure,Codemasters,Triumph Studios,7.7,0.41,0.34,0.01,0.03,0.03,2007,168,6
The Chronicles of Narnia: Prince Caspian,PS2,Adventure,Disney Interactive Studios,Traveller's Tales,7.101890450799806,0.4,0.2,0.0,0.15,0.05,2008,199,152
MLB 15: The Show,PS3,Sports,Sony Computer Entertainment America,SCE San Diego Studio,7.101890450799806,0.41,0.32,0.0,0.01,0.08,2015,19,31
Sherlock Holmes: The Mystery of the Mummy,DS,Adventure,Focus Home Interactive,Frogwares,7.101890450799806,0.4,0.06,0.0,0.3,0.04,2009,81,13
The Gunstringer,X360,Shooter,Microsoft Studios,Twisted Pixel Games,7.6,0.4,0.26,0.0,0.1,0.04,2011,41,1
Defender,PS2,Shooter,Midway Games,7 Studios,7.101890450799806,0.4,0.2,0.0,0.15,0.05,2002,255,16
Call of Duty: Finest Hour,GC,Shooter,Activision,EXAKT Entertainment,7.7,0.4,0.31,0.0,0.08,0.01,2004,1044,8
Top Gear Rally,N64,Racing,Kemco,Boss Game Studios,7.101890450799806,0.4,0.32,0.0,0.07,0.0,1997,32,3
MLB 2006,PS2,Sports,Sony Computer Entertainment,989 Sports,7.101890450799806,0.4,0.33,0.0,0.01,0.05,2005,568,35
Brunswick Pro Bowling,PS2,Sports,Crave Entertainment,Point of View,7.101890450799806,0.4,0.2,0.0,0.15,0.05,2007,149,46
NBA Jam,PS3,Sports,EA Sports,EA Tiburon,7.101890450799806,0.4,0.22,0.0,0.12,0.06,2010,540,193
NFL GameDay 2002,PS,Sports,Sony Computer Entertainment,989 Sports,7.101890450799806,0.41,0.23,0.0,0.15,0.03,2001,568,35
NBA 2K10,PS2,Sports,2K Sports,Visual Concepts,7.101890450799806,0.4,0.33,0.0,0.01,0.05,2009,183,134
Chessmaster,PS2,Misc,Ubisoft,Ubisoft Romania,7.101890450799806,0.39,0.19,0.0,0.15,0.05,2003,1012,15
Jampack Winter 2003 (RP-T),PS2,Misc,Sony Computer Entertainment,Sony Computer Entertainment America,7.101890450799806,0.39,0.19,0.0,0.15,0.05,2003,568,29
Monopoly Streets,PS3,Misc,Electronic Arts,Electronic Arts,7.101890450799806,0.39,0.16,0.0,0.17,0.06,2010,843,63
Disney Princess: Enchanting Storybooks,Wii,Misc,THQ,THQ,7.101890450799806,0.39,0.25,0.0,0.1,0.03,2011,726,86
From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,GB,Role-Playing,Banpresto,Alpha Unit,7.101890450799806,0.39,0.0,0.39,0.0,0.0,2001,62,4
Dragon's Crown,PSV,Role-Playing,Atlus,Vanillaware,7.101890450799806,0.39,0.14,0.12,0.06,0.07,2013,226,11
Tear Ring Saga Yutona Eiyuu Senki,PS,Role-Playing,Enterbrain,ASCII Entertainment / Tirnanog,7.101890450799806,0.4,0.0,0.37,0.0,0.03,2001,13,1
Dungeon Siege III,PS3,Role-Playing,Square Enix,Obsidian Entertainment,7.3,0.39,0.17,0.03,0.13,0.06,2011,209,23
Alpha Protocol,X360,Role-Playing,Sega,Obsidian Entertainment,6.8,0.3999999999999999,0.23,0.0,0.13,0.04,2010,640,23
LocoRoco,PSP,Platform,Sony Computer Entertainment,SCE Japan Studio,8.1,0.39,0.14,0.16,0.05,0.03,2006,568,21
Taiko no Tatsujin Wii: Ketteiban,Wii,Misc,Namco Bandai,Bandai Namco Games,7.101890450799806,0.39,0.0,0.39,0.0,0.0,2011,333,209
Just Dance 2018,Wii,Music,Ubisoft,Ubisoft Paris,7.101890450799806,0.39,0.14,0.0,0.22,0.03,2017,1012,67
Tomb Raider: Anniversary,X360,Action,Eidos Interactive,Crystal Dynamics,7.9,0.39,0.12,0.0,0.22,0.05,2007,209,45
Bloody Roar,PS,Fighting,Sony Computer Entertainment,Eighting / Raizing,8.6,0.4,0.22,0.0,0.15,0.03,1998,568,6
Custom Robo V2,N64,Fighting,Nintendo,Noise Inc.,7.101890450799806,0.39,0.0,0.34,0.0,0.05,2000,383,5
Mass Effect 2,PC,Role-Playing,Electronic Arts,BioWare Corp.,9.6,0.39,0.01,0.0,0.32,0.05,2010,843,20
Iron Man 2,PS3,Action,Sega,"Sega Studios, San Francisco",7.101890450799806,0.4,0.14,0.0,0.19,0.07,2010,640,5
LEGO Marvel's Avengers,X360,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,7.101890450799806,0.39,0.19,0.0,0.17,0.03,2016,166,152
Super Monkey Ball: Step & Roll,Wii,Action,Sega,Sega,6.0,0.39,0.15,0.0,0.19,0.04,2010,640,154
Donkey Konga 2,GC,Misc,Nintendo,Namco,6.5,0.39,0.3,0.0,0.08,0.01,2005,383,114
The Evil Within 2,XOne,Action,Bethesda Softworks,Tango Gameworks,7.101890450799806,0.39,0.25,0.0,0.1,0.04,2017,113,6
Planet 51,DS,Action,Sega,Firebrand Games,7.101890450799806,0.3999999999999999,0.22,0.0,0.14,0.04,2009,640,12
Legends of WrestleMania,X360,Fighting,THQ,Yuke's,7.101890450799806,0.39,0.2,0.0,0.15,0.04,2009,726,30
BattleTanx: Global Assault,N64,Action,3DO,3DO,7.101890450799806,0.39,0.31,0.0,0.07,0.0,1999,45,34
Rumble Roses,PS2,Fighting,Konami,Yuke's Future Media Creators,7.101890450799806,0.39,0.19,0.0,0.15,0.05,2004,769,13
Bump 'n' Jump,2600,Racing,Mattel Interactive,Mattel,7.101890450799806,0.39,0.37,0.0,0.02,0.0,1983,15,9
Tiger Woods PGA Tour 14,PS3,Sports,EA Sports,EA Tiburon,7.101890450799806,0.39,0.16,0.0,0.16,0.06,2013,540,193
NHL 99,N64,Sports,EA Sports,MBL Research,7.101890450799806,0.39,0.38,0.0,0.01,0.0,1998,540,2
Fatal Fury,SNES,Fighting,Takara,SNK Corporation,7.101890450799806,0.39,0.0,0.39,0.0,0.0,1993,16,34
Harry Potter: Quidditch World Cup,GBA,Sports,Electronic Arts,Magic Pockets,4.9,0.39,0.28,0.0,0.1,0.01,2003,843,30
EA Sports Active 2,X360,Sports,Electronic Arts,EA Vancouver,6.3,0.39,0.18,0.0,0.16,0.04,2010,843,19
Cabela's Dangerous Hunts 2,PS2,Action,Activision,Sand Grain Studios,7.101890450799806,0.39,0.19,0.0,0.15,0.05,2005,1044,18
NBA Jam,X360,Sports,EA Sports,EA Tiburon,7.101890450799806,0.39,0.27,0.0,0.09,0.03,2010,540,193
FIFA Soccer 12,3DS,Sports,EA Sports,EA Canada,7.0,0.39,0.08,0.0,0.27,0.04,2011,540,292
Danball Senki,PSP,Role-Playing,Level 5,Level 5,7.101890450799806,0.39,0.0,0.39,0.0,0.0,2011,32,46
Kengo: Master of Bushido,PS2,Fighting,Crave Entertainment,LightWeight,7.101890450799806,0.39,0.16,0.06,0.13,0.04,2001,149,2
LEGO Star Wars III: The Clone Wars,PSP,Action,LucasArts,Traveller's Tales,6.3,0.39,0.14,0.0,0.16,0.08,2011,138,152
Deus Ex: Mankind Divided,XOne,Role-Playing,Square Enix,Eidos Montreal,7.101890450799806,0.3999999999999999,0.25,0.0,0.11,0.04,2016,209,11
Madden NFL 11,PSP,Sports,EA Sports,EA Tiburon,7.101890450799806,0.39,0.36,0.0,0.0,0.03,2010,540,193
NHL 18,XOne,Sports,EA Sports,EA Canada,7.101890450799806,0.39,0.32,0.0,0.03,0.04,2017,540,292
The Sims 2,GBA,Simulation,Electronic Arts,Maxis,7.101890450799806,0.39,0.28,0.0,0.1,0.01,2005,843,71
Tokimeki Memorial 2,PS,Simulation,Konami,KCET,7.101890450799806,0.39,0.0,0.36,0.0,0.03,1999,769,17
Fishing Resort,Wii,Sports,Xseed Games,Bandai Namco Games,7.101890450799806,0.4,0.14,0.25,0.0,0.01,2011,79,209
Hooked! Again: Real Motion Fishing,Wii,Sports,Aksys Games,SIMS,7.101890450799806,0.39,0.36,0.0,0.0,0.03,2009,105,9
Tiger Woods PGA Tour 08,PS2,Sports,Electronic Arts,EA Salt Lake,7.101890450799806,0.39,0.19,0.0,0.15,0.05,2007,843,17
Super Famista 3,SNES,Sports,Namco,Namco,7.101890450799806,0.39,0.0,0.39,0.0,0.0,1994,175,114
SpongeBob's Truth or Square (US sales),Wii,Action,THQ,Heavy Iron Studios,7.101890450799806,0.39,0.38,0.0,0.01,0.0,2009,726,35
SpongeBob's Truth or Square (US sales),PSP,Action,THQ,Heavy Iron Studios,7.101890450799806,0.39,0.39,0.0,0.0,0.0,2009,726,35
Farming Simulator 2013,X360,Simulation,Focus Home Interactive,Giants Software,3.0,0.39,0.22,0.0,0.13,0.03,2013,81,19
Fire Emblem: Fuuin no Tsurugi,GBA,Role-Playing,Nintendo,Intelligent Systems,7.101890450799806,0.39,0.0,0.39,0.0,0.0,2002,383,27
Super Fire ProWrestling,SNES,Fighting,Human Entertainment,Human Club,7.101890450799806,0.39,0.0,0.39,0.0,0.0,1991,11,4
NASCAR Heat,PS,Racing,Hasbro Interactive,Monster Games Inc.,7.101890450799806,0.4,0.22,0.0,0.15,0.03,2000,20,8
Just Dance 2014,PS3,Music,Ubisoft,Ubisoft Paris,7.8,0.39,0.17,0.0,0.15,0.07,2013,1012,67
Laser Blast,2600,Action,Activision,Activision,7.101890450799806,0.39,0.37,0.0,0.02,0.0,1981,1044,101
Red Faction: Armageddon,X360,Shooter,THQ,Volition Inc.,7.1,0.39,0.18,0.01,0.16,0.04,2011,726,30
Karaoke Revolution Presents American Idol Encore,PS2,Misc,Konami,Blitz Games,7.101890450799806,0.39,0.19,0.0,0.15,0.05,2008,769,64
MotoGP 08,PS3,Racing,Capcom,MileStone Inc.,7.101890450799806,0.39,0.07,0.0,0.24,0.08,2008,437,11
Condemned 2: Bloodshot,PS3,Shooter,Sega,Monolith Productions,8.4,0.39,0.17,0.0,0.16,0.06,2008,640,15
Little Nightmares,PS4,Platform,Namco Bandai Games,Tarsier Studios,7.101890450799806,0.39,0.18,0.02,0.12,0.06,2017,327,3
Star Wars The Clone Wars: Republic Heroes,X360,Action,LucasArts,Krome Studios,7.101890450799806,0.39,0.18,0.0,0.17,0.04,2009,138,42
Juiced 2: Hot Import Nights,PS2,Racing,THQ,Juice Games,7.101890450799806,0.3999999999999999,0.19,0.01,0.15,0.05,2007,726,10
Auto Modellista,PS2,Racing,Capcom,Capcom,7.101890450799806,0.39,0.19,0.0,0.15,0.05,2003,437,294
SSX 3,XB,Sports,EA Sports BIG,EA Canada,7.101890450799806,0.39,0.29,0.0,0.08,0.01,2003,47,292
Extreme-G: XG2,N64,Racing,Acclaim Entertainment,Probe Entertainment Limited,7.101890450799806,0.39,0.31,0.0,0.07,0.0,1998,195,15
Mobile Suit Gundam: Lost War Chronicles,PS2,Shooter,Bandai,Bandai,7.101890450799806,0.39,0.0,0.39,0.0,0.0,2002,151,70
The House of The Dead III,XB,Shooter,Sega,Wow Entertainment,6.8,0.39,0.29,0.0,0.08,0.01,2002,640,10
NBA Live 09,PS2,Sports,Electronic Arts,EA Canada,7.101890450799806,0.39,0.32,0.01,0.01,0.05,2008,843,292
Tom Clancy's Ghost Recon 2: Summit Strike,XB,Shooter,Ubisoft,Red Storm Entertainment,7.101890450799806,0.39,0.29,0.0,0.08,0.01,2005,1012,17
Blood Omen 2,PS2,Action,Eidos Interactive,Crystal Dynamics,7.101890450799806,0.39,0.19,0.0,0.15,0.05,2002,209,45
SpongeBob vs The Big One: Beach Party Cook Off,DS,Adventure,THQ,THQ,7.101890450799806,0.39,0.24,0.0,0.11,0.04,2009,726,86
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,Adventure,Square Enix,Square Enix,6.7,0.4,0.21,0.08,0.08,0.03,2009,209,105
Thrasher Presents: Skate and Destroy,PS,Sports,Rockstar Games,Z-Axis,7.101890450799806,0.4,0.22,0.0,0.15,0.03,1999,93,3
NBA Live 09,PSP,Sports,Electronic Arts,EA Canada,6.1,0.39,0.23,0.03,0.07,0.06,2008,843,292
Ener-G: Gym Rockets,DS,Sports,Ubisoft,Mud Duck Productions,7.101890450799806,0.39,0.36,0.0,0.0,0.03,2008,1012,3
Chibi-Robo! Plug into Adventure!,GC,Adventure,Nintendo,skip Ltd.,7.4,0.39,0.23,0.09,0.06,0.01,2006,383,9
Monster Jam: Urban Assault,DS,Racing,Activision,Torus Games,7.101890450799806,0.39,0.36,0.0,0.0,0.03,2008,1044,58
Batman: Arkham VR,PS4,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,7.101890450799806,0.39,0.32,0.0,0.0,0.07,2016,166,12
Disney's Brother Bear,GBA,Action,THQ,Vicarious Visions,7.101890450799806,0.39,0.28,0.0,0.1,0.01,2003,726,91
Ultimate Spider-Man,XB,Action,Activision,Treyarch,7.101890450799806,0.39,0.26,0.0,0.11,0.02,2005,1044,56
Fantastic Four: Rise of the Silver Surfer,PS2,Action,2K Games,7 Studios,7.101890450799806,0.39,0.19,0.0,0.15,0.05,2007,121,16
Harry Potter and the Deathly Hallows - Part 1,PS3,Action,Electronic Arts,EA Bright Light,7.101890450799806,0.4,0.13,0.0,0.2,0.07,2010,843,27
All-Star Baseball 2000,N64,Sports,Acclaim Entertainment,Iguana Entertainment,7.101890450799806,0.39,0.36,0.0,0.03,0.0,1999,195,21
Airlock,2600,Action,Data Age,Data Age,7.101890450799806,0.39,0.36,0.0,0.02,0.0,1982,2,2
Metal Gear Solid: Snake Eater 3D,3DS,Action-Adventure,Konami Digital Entertainment,Konami Computer Entertainment Japan,7.9,0.39,0.15,0.1,0.12,0.02,2012,107,15
One Piece Unlimited World: Red,3DS,Action-Adventure,Namco Bandai Games,Ganbarion,7.101890450799806,0.39,0.05,0.28,0.05,0.01,2014,327,21
Just Dance 2016,PS4,Music,Ubisoft,Ubisoft Paris,7.101890450799806,0.39,0.19,0.0,0.13,0.07,2015,1012,67
Skylanders Giants,WiiU,Misc,Activision,Unknown,7.101890450799806,0.3999999999999999,0.23,0.0,0.13,0.04,2012,1044,439
Zone of the Enders HD Collection,PS3,Action,Konami Digital Entertainment,Kojima Productions,7.101890450799806,0.39,0.21,0.09,0.04,0.05,2012,107,28
Madden NFL 2005,GBA,Sports,EA Sports,Exient Entertainment,7.101890450799806,0.39,0.28,0.0,0.1,0.01,2004,540,24
Dancing with the Stars: We Dance!,DS,Misc,Activision,Zoe Mode,7.101890450799806,0.39,0.36,0.0,0.0,0.03,2008,1044,32
Combat of Giants: Dinosaurs 3D,3DS,Strategy,Ubisoft,Ubisoft,4.3,0.4,0.25,0.05,0.07,0.03,2011,1012,196
Are You Smarter than a 5th Grader? Make the Grade,DS,Misc,THQ,THQ,7.101890450799806,0.39,0.36,0.0,0.0,0.03,2008,726,86
Advance Wars: Dual Strike,DS,Strategy,Nintendo,Intelligent Systems,9.0,0.4,0.3,0.04,0.03,0.03,2005,383,27
Get Fit with Mel B,PS3,Sports,Deep Silver,Lightning Fish,7.101890450799806,0.39,0.15,0.0,0.16,0.07,2010,115,8
Robert Ludlum's The Bourne Conspiracy,PS3,Action,Sierra Entertainment,High Moon Studios,7.6,0.39,0.18,0.0,0.14,0.06,2008,75,19
Hitman: Blood Money,X360,Action,Eidos Interactive,IO Interactive,8.1,0.39,0.29,0.01,0.06,0.03,2006,209,31
Ice Age 2: The Meltdown,PS2,Platform,Vivendi Games,Eurocom Entertainment Software,7.4,0.39,0.19,0.0,0.15,0.05,2006,33,4
Silent Hill: Homecoming,PS3,Action,Konami,Double Helix Games,7.4,0.39,0.18,0.0,0.15,0.06,2008,769,17
GRID 2,PS3,Misc,Codemasters,Unknown,7.101890450799806,0.39,0.07,0.01,0.25,0.06,2013,168,439
Super Soccer,SNES,Sports,Nintendo,Human Entertainment,7.101890450799806,0.38,0.0,0.38,0.0,0.0,1992,383,10
Junior Classic Games,DS,Misc,Take-Two Interactive,Uacari,7.101890450799806,0.38,0.26,0.0,0.09,0.03,2009,53,6
Diner Dash: Sizzle & Serve,DS,Puzzle,Eidos Interactive,GameLab / PlayFirst,7.101890450799806,0.38,0.33,0.0,0.02,0.03,2007,209,1
Dance Party: Pop Hits,Wii,Misc,Nordic Games,Broadsword Interactive,7.101890450799806,0.38,0.0,0.0,0.36,0.02,2009,37,5
Scribblenauts: Unlimited,WiiU,Puzzle,Warner Bros. Interactive Entertainment,5TH Cell,7.0,0.3899999999999999,0.25,0.0,0.1,0.04,2012,166,12
SSX 3,GC,Sports,EA Sports BIG,EA Canada,9.5,0.38,0.29,0.0,0.08,0.01,2003,47,292
Silent Scope,PS2,Shooter,Konami,KCET,7.101890450799806,0.3899999999999999,0.19,0.0,0.15,0.05,2000,769,17
Turok: Evolution,GC,Shooter,Acclaim Entertainment,Acclaim Studios Austin,7.4,0.39,0.3,0.0,0.08,0.01,2002,195,10
Wolfenstein: The New Order,X360,Shooter,Bethesda Softworks,MachineGames,7.101890450799806,0.38,0.18,0.0,0.17,0.03,2014,113,11
San Francisco Rush: Extreme Racing,PS,Racing,Midway Games,Climax Entertainment,7.101890450799806,0.39,0.21,0.0,0.15,0.03,1998,255,14
Doom (2016),PC,Shooter,Bethesda Softworks,id Software,7.101890450799806,0.38,0.11,0.0,0.24,0.03,2016,113,13
Dai-4-Ji Super Robot Taisen,SNES,Strategy,Banpresto,Banpresto,7.101890450799806,0.38,0.0,0.38,0.0,0.0,1995,62,66
Risk: Global Domination,PS2,Strategy,Atari,Cyberlore Studios,7.101890450799806,0.3899999999999999,0.19,0.0,0.15,0.05,2003,335,3
SD Gundam G Generation-F,PS,Strategy,Bandai,Bandai,7.101890450799806,0.38,0.0,0.36,0.0,0.02,2000,151,70
Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,PS2,Strategy,Bandai,Bandai,7.101890450799806,0.38,0.0,0.38,0.0,0.0,2002,151,70
EyeToy Play 2,PS2,Misc,Sony Computer Entertainment,SCEE London Studio,7.101890450799806,0.38,0.18,0.0,0.14,0.05,2005,568,59
Sesame Street: Elmo's A-to-Zoo Adventure,Wii,Misc,Warner Bros. Interactive,Black Lantern Studios,7.101890450799806,0.38,0.35,0.0,0.0,0.03,2010,126,41
ESPN Extreme Games,PS,Sports,Sony Computer Entertainment,Sony Interactive Studios America,7.101890450799806,0.39,0.11,0.17,0.08,0.03,1995,568,5
Puppy Palace,DS,Simulation,Ubisoft,Ubisoft,7.101890450799806,0.38,0.35,0.0,0.0,0.03,2008,1012,196
Persona 4: Dancing All Night,PSV,Music,Atlus,Dingo Inc.,7.101890450799806,0.38,0.12,0.16,0.04,0.05,2015,226,4
Just Dance 2016,XOne,Music,Ubisoft,Ubisoft Paris,7.101890450799806,0.38,0.3,0.0,0.04,0.04,2015,1012,67
Phoenix Wright: Ace Attorney - Dual Destinies,3DS,Misc,Unknown,Capcom,8.1,0.38,0.0,0.38,0.0,0.0,2014,210,294
Dance Dance Revolution Ultramix 3,XB,Simulation,Konami,Konami Computer Entertainment Hawaii,7.101890450799806,0.38,0.28,0.0,0.08,0.01,2005,769,12
Imagine: Party Babyz,Wii,Simulation,Ubisoft,Visual Impact,7.101890450799806,0.38,0.33,0.0,0.02,0.03,2008,1012,18
Paws & Claws: Pampered Pets,DS,Simulation,THQ,Radon Labs GmbH,7.101890450799806,0.38,0.35,0.0,0.0,0.03,2009,726,3
Petz Rescue: Wildlife Vet,DS,Simulation,Ubisoft,Virtual Toys / Lexis Numerique,7.101890450799806,0.38,0.35,0.0,0.0,0.03,2008,1012,7
Tokimeki Memorial: Forever with You,SAT,Simulation,Konami,Konami,7.101890450799806,0.38,0.0,0.38,0.0,0.0,1996,769,409
Tropico 5,PS4,Simulation,Kalypso Media,Haemimont Games,7.101890450799806,0.38,0.07,0.08,0.18,0.05,2015,36,18
Just Dance 4,WiiU,Music,Ubisoft,Ubisoft,7.101890450799806,0.38,0.21,0.0,0.14,0.03,2012,1012,196
Triple Play 97,PS,Sports,Electronic Arts,EA Sports,7.101890450799806,0.39,0.21,0.0,0.15,0.03,1996,843,45
FIFA 13,PSP,Sports,EA Sports,EA Canada,7.101890450799806,0.38,0.06,0.02,0.22,0.08,2012,540,292
NCAA Football 11,PS2,Sports,EA Sports,EA Tiburon,6.4,0.3899999999999999,0.19,0.0,0.15,0.05,2010,540,193
Guitar Hero Live,PS3,Music,Activision,FreeStyleGames,7.101890450799806,0.38,0.16,0.0,0.16,0.06,2015,1044,10
MediEvil II,PS,Adventure,Sony Computer Entertainment,SCEE,7.101890450799806,0.38,0.21,0.0,0.14,0.02,2000,568,3
Hatsune Miku: Project Mirai DX,3DS,Misc,Sega,Sega,7.5,0.38,0.2,0.11,0.04,0.03,2015,640,154
MLB 16: The Show,PS3,Sports,Sony Computer Entertainment America,SCE San Diego Studio,7.101890450799806,0.38,0.3,0.0,0.0,0.07,2016,19,31
