Game Title,Console,Genre,Publisher,Developer,Critic Score,Sales,North American Sales,Japanese Sales,EU Sales,Other Sales,Release Year,Publisher Freq,Developer Freq
Senran Kagura: Shoujotachi no Shinei,3DS,Action,Marvelous Interactive,Marvelous Interactive,7.101890450799806,0.16,0.0,0.16,0.0,0.0,2011,46,56
He-Man: Power of Grayskull,GBA,Action,TDK Mediactive,Taniko,7.101890450799806,0.16,0.11,0.0,0.04,0.0,2002,39,3
Wing Commander III: Heart of the Tiger,PS,Action,Electronic Arts,Origin Systems,7.101890450799806,0.16,0.09,0.0,0.06,0.01,1996,843,1
Fist of the North Star: Ken's Rage,X360,Action,Tecmo Koei,Tecmo Koei Games,5.4,0.16,0.07,0.06,0.02,0.01,2010,196,25
NPPL Championship Paintball 2009,PS3,Shooter,Activision,Sand Grain Studios,7.101890450799806,0.1699999999999999,0.15,0.0,0.0,0.02,2008,1044,18
Fracture,PS3,Shooter,LucasArts,Day 1 Studios,4.0,0.1699999999999999,0.11,0.0,0.04,0.02,2008,138,8
The Adventures of Tintin: The Game,3DS,Adventure,Ubisoft,Ubisoft Montpellier,7.101890450799806,0.16,0.05,0.0,0.09,0.02,2011,1012,30
Gyakuten Saiban 3,GBA,Adventure,Capcom,Capcom,7.101890450799806,0.16,0.0,0.16,0.0,0.0,2004,437,294
StarBlade α,PS,Shooter,Sony Computer Entertainment,Namco,7.101890450799806,0.16,0.0,0.15,0.0,0.01,1996,568,114
Halo Triple Pack,XB,Shooter,Microsoft Game Studios,Bungie Studios,7.101890450799806,0.16,0.12,0.0,0.03,0.01,2005,92,2
Destiny 2,PC,Shooter,Activision,Bungie,7.101890450799806,0.16,0.09,0.0,0.05,0.01,2017,1044,16
Leisure Suit Larry: Box Office Bust,X360,Adventure,Codemasters,Team17 Software,7.101890450799806,0.16,0.14,0.0,0.01,0.01,2009,168,26
Kya: Dark Lineage,PS2,Adventure,Atari,Eden Games,7.101890450799806,0.16,0.08,0.0,0.06,0.02,2003,335,3
Goosebumps HorrorLand,Wii,Adventure,Scholastic Inc.,Gusto Games,7.101890450799806,0.16,0.15,0.0,0.0,0.01,2008,12,17
Otogirisou,SNES,Adventure,ChunSoft,ChunSoft,7.101890450799806,0.16,0.0,0.16,0.0,0.0,1992,17,28
TimeSplitters: Future Perfect,XB,Shooter,Electronic Arts,Free Radical Design,7.101890450799806,0.16,0.12,0.0,0.03,0.01,2005,843,12
Bulletstorm,PC,Shooter,Electronic Arts,People Can Fly,8.7,0.17,0.07,0.0,0.08,0.02,2011,843,8
TimeShift,PS3,Shooter,Sierra Entertainment,Saber Interactive,7.101890450799806,0.16,0.14,0.0,0.0,0.02,2007,75,14
Silent Scope 3,PS2,Shooter,Konami,Konami Computer Entertainment Tokyo,7.101890450799806,0.16,0.08,0.0,0.06,0.02,2002,769,43
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,Adventure,Activision,Sand Grain Studios,7.101890450799806,0.16,0.08,0.0,0.06,0.02,2005,1044,18
Dragon Ball: Origins 2,DS,Action,Namco Bandai,Game Republic,6.9,0.16,0.05,0.08,0.02,0.01,2010,333,12
Power Rangers Double Pack,GBA,Action,THQ,THQ,7.101890450799806,0.16,0.11,0.0,0.04,0.0,2005,726,86
Shinobido 2: Revenge of Zen,PSV,Action,Namco Bandai,Acquire,7.101890450799806,0.16,0.05,0.02,0.06,0.03,2012,333,33
Medieval Games,Wii,Action,Vir2L Studios,N-Fusion Interactive,7.101890450799806,0.16,0.14,0.0,0.01,0.01,2009,3,1
Gundam Breaker 2,PSV,Action,Namco Bandai Games,Namco Bandai Games,7.101890450799806,0.16,0.0,0.16,0.0,0.0,2014,327,123
Chaotic: Shadow Warriors,X360,Action,Activision,Activision,6.2,0.16,0.14,0.0,0.0,0.01,2009,1044,101
3rd Super Robot Wars Z: Tengoku-Hen,PS3,Action,Namco Bandai Games,Banpresto,7.101890450799806,0.16,0.0,0.16,0.0,0.0,2015,327,66
Pillars of Eternity,PS4,Role-Playing,Paradox Interactive,Obsidian Entertainment,8.3,0.16,0.11,0.0,0.02,0.03,2017,47,23
Valkyria Revolution,PS4,Role-Playing,Sega,Media.Vision,7.101890450799806,0.16,0.04,0.07,0.03,0.02,2017,640,29
Mugen Souls,PS3,Role-Playing,NIS America,Compile Heart,7.101890450799806,0.16,0.04,0.08,0.03,0.01,2012,139,47
Kingdom Hearts: Birth by Sleep - Final Mix,PSP,Role-Playing,Square Enix,Square Enix,7.101890450799806,0.16,0.0,0.16,0.0,0.0,2011,209,105
Toriko: Gourmet Monsters!,3DS,Role-Playing,Namco Bandai Games,Namco Bandai Games,7.101890450799806,0.16,0.0,0.16,0.0,0.0,2012,327,123
Dungeon Siege: Throne of Agony,PSP,Role-Playing,2K Games,SuperVillain Studios,7.101890450799806,0.1699999999999999,0.13,0.0,0.02,0.02,2006,121,6
Eiyuu Densetsu: Zero no Kiseki,PSP,Role-Playing,Falcom Corporation,Nihon Falcom Corporation,7.101890450799806,0.16,0.0,0.16,0.0,0.0,2010,16,40
King's Field,PS,Role-Playing,ASCII Entertainment,From Software,7.1,0.16,0.09,0.0,0.06,0.01,1995,23,69
Digimon Story: Cyber Sleuth - Hacker's Memory,PS4,Role-Playing,Namco Bandai Games,Media.Vision,7.101890450799806,0.16,0.05,0.04,0.05,0.02,2018,327,29
Culdcept SAGA,X360,Role-Playing,Namco Bandai,OmiyaSoft,7.7,0.16,0.12,0.03,0.0,0.01,2008,333,5
Lethal Skies II,PS2,Simulation,Sammy Corporation,"Asmik Ace Entertainment, Inc.",7.101890450799806,0.16,0.08,0.0,0.06,0.02,2003,13,2
Apache: Air Assault,X360,Simulation,Activision,Gaijin Entertainment,6.8,0.16,0.12,0.0,0.03,0.01,2010,1044,9
Zoo Hospital,Wii,Simulation,Majesco,Torus Games,7.101890450799806,0.16,0.14,0.0,0.01,0.01,2008,227,58
Heroes Over Europe,PS3,Simulation,Ubisoft,Transmission Games,7.101890450799806,0.16,0.12,0.0,0.02,0.02,2009,1012,6
Paws & Claws: Pet Resort,GBA,Simulation,THQ,ValuSoft,7.101890450799806,0.16,0.12,0.0,0.04,0.0,2006,726,15
Rondo of Swords (US sales),DS,Role-Playing,Atlus,Success,7.101890450799806,0.16,0.16,0.0,0.0,0.0,2008,226,24
Lufia: Curse of the Sinistrals,DS,Role-Playing,Natsume,Neverland Company,7.8,0.16,0.11,0.03,0.0,0.01,2010,78,13
NASCAR Heat 2002,GBA,Racing,Infogrames,Crawfish Interactive,7.101890450799806,0.16,0.12,0.0,0.04,0.0,2002,61,9
California Speed,N64,Racing,Midway Games,Atari Games,7.101890450799806,0.16,0.13,0.0,0.03,0.0,1999,255,7
Destruction Derby 64,N64,Racing,THQ,Looking Glass Studios,7.101890450799806,0.16,0.13,0.0,0.03,0.0,1999,726,2
Summon Night EX-Thesis: Yoake no Tsubasa,PS2,Role-Playing,Banpresto,Flight-Plan,7.101890450799806,0.16,0.0,0.16,0.0,0.0,2005,62,18
Eragon,DS,Role-Playing,Sierra Entertainment,Amaze Entertainment,6.8,0.16,0.13,0.0,0.02,0.01,2006,75,36
Racing Lagoon - High Speed Driving RPG,PS,Racing,Square,SquareSoft,7.101890450799806,0.16,0.0,0.15,0.0,0.01,1999,28,28
MX 2002 Featuring Ricky Carmichael,GBA,Racing,THQ,Tiertex Design Studios,7.101890450799806,0.16,0.11,0.0,0.04,0.0,2001,726,3
Street Racer,PS,Racing,Ubisoft,Vivid Image,7.101890450799806,0.16,0.09,0.0,0.06,0.01,1996,1012,3
Polaris SnoCross,PS,Racing,Vatical Entertainment,Vicarious Visions,7.101890450799806,0.16,0.09,0.0,0.06,0.01,2000,6,91
F1 Championship Season 2000,PS2,Racing,Electronic Arts,EA Sports,7.101890450799806,0.16,0.06,0.03,0.05,0.02,2000,843,45
Monster Jam,Wii,Racing,Activision,Torus Games,7.101890450799806,0.16,0.15,0.0,0.0,0.01,2007,1044,58
Hot Wheels World Race,GC,Racing,THQ,Climax Group,7.101890450799806,0.16,0.13,0.0,0.03,0.0,2003,726,50
Crash Tag Team Racing,GC,Racing,VU Games,Radical Entertainment,7.101890450799806,0.16,0.12,0.0,0.03,0.0,2005,74,47
WRC 2: FIA World Rally Championship,PS3,Racing,Ubisoft,Milestone S.r.l,7.101890450799806,0.16,0.0,0.0,0.13,0.03,2011,1012,21
FlatOut 2,PS2,Racing,Vivendi Games,Bugbear Entertainment,7.101890450799806,0.16,0.08,0.0,0.06,0.02,2006,33,11
Konami Krazy Racers,GBA,Racing,Konami,KCEK,7.7,0.16,0.09,0.04,0.03,0.0,2001,769,3
F-Zero: GP Legend,GBA,Racing,Nintendo,Suzak,7.1,0.16,0.11,0.0,0.04,0.0,2004,383,6
All-Star Baseball 2003,GBA,Sports,Acclaim Entertainment,Software Creations,7.7,0.15,0.11,0.0,0.04,0.0,2002,195,7
Burnout 2: Point of Impact,GC,Racing,Acclaim Entertainment,Criterion Games,7.101890450799806,0.15,0.12,0.0,0.03,0.0,2003,195,31
Paris-Dakar Rally,PS2,Racing,Acclaim Entertainment,Broadsword Interactive,7.101890450799806,0.16,0.08,0.0,0.06,0.02,2001,195,5
XGIII: Extreme G Racing,GC,Racing,Acclaim Entertainment,Acclaim Studios Cheltenham,8.6,0.15,0.12,0.0,0.03,0.0,2001,195,11
American Chopper,XB,Racing,Activision,Creat Studio,7.101890450799806,0.15,0.11,0.0,0.03,0.01,2004,1044,8
Devil Summoner: Soul Hackers,PS,Role-Playing,Atlus,Atlus Co.,7.101890450799806,0.15,0.0,0.14,0.0,0.01,1999,226,32
Black * Rock Shooter: The Game,PSP,Role-Playing,Unknown,imageepoch Inc.,7.101890450799806,0.15,0.0,0.15,0.0,0.0,2020,210,16
Boktai: The Sun is in Your Hand,GBA,Role-Playing,Konami,Kojima Productions,7.8,0.15,0.1,0.0,0.04,0.0,2003,769,28
Super Robot Wars V,PS4,Role-Playing,Namco Bandai Games,B.B. Studio,7.101890450799806,0.15,0.0,0.15,0.0,0.0,2017,327,5
Wizardry VII: Gadeia no Houshu,PS,Role-Playing,Sony Computer Entertainment,Locus,7.101890450799806,0.15,0.0,0.14,0.0,0.01,1995,568,1
Chou Megami Shinkou Noire Gekishin Black Heart,PSV,Misc,Idea Factory,Unknown,7.101890450799806,0.15,0.06,0.06,0.01,0.02,2015,196,439
Disney's Story Studio: Disney's Mulan,PS,Misc,NewKidCo,Disney Interactive Studios,7.101890450799806,0.16,0.09,0.0,0.06,0.01,1999,21,15
Cartoon Network Collection: Game Boy Advance Video Special Edition,GBA,Misc,Majesco,Majesco Games,7.101890450799806,0.15,0.11,0.0,0.04,0.0,2005,227,28
Block Party,Wii,Misc,Activision,Activision,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2008,1044,101
Get On Da Mic,PS2,Misc,Eidos Interactive,Artificial Mind and Movement,7.101890450799806,0.15,0.07,0.0,0.06,0.02,2004,209,69
Build-A-Bear Workshop: Welcome to Hugsville,DS,Misc,Game Factory,Game Factory,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2010,39,3
Super Street Fighter II,GEN,Fighting,Capcom,Capcom,7.101890450799806,0.15,0.0,0.15,0.0,0.0,1994,437,294
Battle Stadium D.O.N,PS2,Fighting,Bandai,Eighting,7.101890450799806,0.15,0.0,0.15,0.0,0.0,2006,151,38
Darkstalkers Chronicle: The Chaos Tower,PSP,Fighting,Capcom,Capcom,7.5,0.15,0.13,0.0,0.0,0.01,2005,437,294
Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,Fighting,Bandai,TOSE,7.101890450799806,0.15,0.0,0.15,0.0,0.0,1996,151,43
Kamen Rider: Climax Heroes OOO,Wii,Fighting,Namco Bandai,Eighting,7.101890450799806,0.15,0.0,0.15,0.0,0.0,2010,333,38
187: Ride or Die,PS2,Racing,Ubisoft,Ubisoft Paris,7.101890450799806,0.15,0.07,0.0,0.06,0.02,2005,1012,67
Ridge Racer DS,DS,Racing,Namco,Nintendo Software Technology Corporation,6.3,0.15,0.14,0.0,0.0,0.01,2004,175,7
DiRT 3,PC,Racing,Codemasters,Codemasters,9.0,0.15,0.0,0.0,0.13,0.02,2011,168,75
Cardinal Syn,PS,Fighting,989 Studios,Kronos Digital Entertainment,5.2,0.15,0.08,0.0,0.06,0.01,1998,17,5
Street Fighter Alpha 3,GBA,Fighting,Capcom,Crawfish Interactive,7.101890450799806,0.15,0.11,0.0,0.04,0.0,2002,437,9
Guilty Gear X2 #Reload,XB,Fighting,Majesco,Arc System Works,7.101890450799806,0.15,0.11,0.0,0.03,0.01,2004,227,75
All Japan Pro Wrestling featuring Virtua,SAT,Fighting,Sega,Sega,7.101890450799806,0.15,0.0,0.15,0.0,0.0,1997,640,154
Dengeki Bunko Fighting Climax,PSV,Fighting,Sega,Sega,7.101890450799806,0.15,0.05,0.08,0.0,0.02,2015,640,154
Street Fighter Anniversary Collection,XB,Fighting,Capcom,Capcom,7.101890450799806,0.15,0.11,0.0,0.03,0.01,2005,437,294
Samurai Shodown Anthology,PS2,Fighting,SNK Playmore,SNK Playmore Corporation,7.101890450799806,0.15,0.07,0.0,0.06,0.02,2009,42,43
Dark Rift,N64,Fighting,Victory Lap Games,Kronos Digital Entertainment,7.101890450799806,0.15,0.12,0.0,0.03,0.0,1997,3,5
Petz: Dogz Talent Show,DS,Simulation,Ubisoft,Ubisoft,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2009,1012,196
Imagine: Fashion Designer,3DS,Simulation,Ubisoft,Ubisoft Sofia,7.101890450799806,0.15,0.11,0.0,0.02,0.01,2011,1012,4
Dance Dance Revolution (North America),PS,Simulation,Konami,Konami,7.101890450799806,0.15,0.08,0.0,0.06,0.01,2001,769,409
Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,Shooter,Bandai,Bec,7.101890450799806,0.15,0.0,0.15,0.0,0.0,1997,151,22
Fugitive Hunter: War on Terror,PS2,Shooter,Encore,Black Ops Entertainment,7.101890450799806,0.15,0.07,0.0,0.06,0.02,2003,13,16
Medal of Honor: Infiltrator,GBA,Shooter,Electronic Arts,Netherock Ltd.,7.101890450799806,0.15,0.11,0.0,0.04,0.0,2003,843,1
Jurassic: The Hunted,Wii,Shooter,Activision,Activision,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2009,1044,101
Rocky,XB,Fighting,Ubisoft,Rage Software,7.101890450799806,0.15,0.11,0.0,0.03,0.01,2002,1012,13
Brain Boost: Gamma Wave,DS,Puzzle,Majesco,Interchannel,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2006,227,7
The Sims Medieval: Pirates and Nobles,PC,Simulation,Electronic Arts,The Sims Studio,5.5,0.15,0.05,0.0,0.08,0.01,2011,843,25
The Sims 3: Seasons,PC,Simulation,Electronic Arts,Maxis,7.101890450799806,0.15,0.0,0.0,0.14,0.01,2012,843,71
Scripps Spelling Bee,DS,Simulation,THQ,"Webfoot Technologies, Inc.",7.101890450799806,0.15,0.14,0.0,0.0,0.01,2010,726,3
Farm Frenzy: Animal Country,DS,Simulation,City Interactive,City Interactive,7.101890450799806,0.15,0.13,0.0,0.01,0.01,2010,29,26
Top Gun: Combat Zones,GC,Simulation,Titus,Digital Integration,7.101890450799806,0.15,0.12,0.0,0.03,0.0,2002,22,2
Burger Island,Wii,Simulation,Destineer,TechFront,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2009,76,2
Farming Simulator 2013,PS3,Simulation,Focus Home Interactive,Giants Software,7.101890450799806,0.15,0.0,0.02,0.1,0.02,2013,81,19
Space Camp,DS,Action,Activision,7 Studios,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2009,1044,16
Toukiden 2,PSV,Action,Tecmo Koei,Omega Force,7.101890450799806,0.16,0.02,0.13,0.0,0.01,2017,196,145
Fantastic Four: Rise of the Silver Surfer,PS3,Action,2K Games,Visual Concepts,7.101890450799806,0.1599999999999999,0.12,0.0,0.02,0.02,2007,121,134
Ultimate Spider-Man,DS,Action,Activision,Vicarious Visions,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2005,1044,91
Pressure Cooker,2600,Action,Activision,Activision,7.101890450799806,0.15,0.14,0.0,0.01,0.0,1983,1044,101
The Terminator: Dawn of Fate,XB,Action,Atari,Paradigm Entertainment,7.101890450799806,0.15,0.11,0.0,0.03,0.01,2002,335,18
Prince of Persia: The Forgotten Sands,DS,Action,Ubisoft,Ubisoft Montreal,7.101890450799806,0.16,0.14,0.0,0.01,0.01,2010,1012,172
Fire Emblem Warriors,3DS,Action,Nintendo,Omega Force,7.101890450799806,0.15,0.07,0.04,0.03,0.01,2017,383,145
Earth Defense Force 2025,X360,Shooter,D3Publisher,Sandlot,7.101890450799806,0.16,0.07,0.05,0.03,0.01,2014,54,13
Infected,PSP,Shooter,Majesco,Planet Moon Studios,7.3,0.15,0.14,0.0,0.0,0.01,2005,227,9
Gunslingers,Wii,Shooter,Valcon Games,Neko Entertainment,7.101890450799806,0.15,0.07,0.0,0.06,0.02,2011,29,23
Metal Gear Solid: Peace Walker HD Edition,PS3,Action,Unknown,Kojima Productions,7.101890450799806,0.15,0.0,0.15,0.0,0.0,2008,210,28
LEGO Ninjago: Shadow of Ronin,PSV,Action,Warner Bros. Interactive Entertainment,TT Fusion,7.101890450799806,0.15,0.01,0.0,0.11,0.03,2015,166,44
Gundam Breaker 2,PS3,Action,Namco Bandai Games,Namco Bandai Games,7.101890450799806,0.15,0.0,0.15,0.0,0.0,2014,327,123
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,Action,THQ,THQ,7.101890450799806,0.15,0.11,0.0,0.04,0.0,2005,726,86
SpongeBob's Truth or Square,DS,Action,THQ,Heavy Iron Studios,7.101890450799806,0.15,0.07,0.0,0.07,0.01,2009,726,35
Shenmue II,DC,Adventure,Sega,Sega-AM2,8.7,0.15,0.0,0.15,0.0,0.0,2001,640,29
Dragon Quest Builders 2,PS4,Adventure,Square Enix,Square Enix,7.101890450799806,0.15,0.0,0.15,0.0,0.0,2019,209,105
Prince of Persia: The Two Thrones,GC,Adventure,Ubisoft,Ubisoft Montreal,8.7,0.15,0.11,0.0,0.03,0.0,2005,1012,172
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,Adventure,Banpresto,Namco Bandai Games,7.101890450799806,0.15,0.0,0.15,0.0,0.0,2011,62,123
Nancy Drew: The White Wolf of Icicle Creek,Wii,Adventure,Sega,Her Interactive,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2008,640,6
Galerians,PS,Adventure,Crave Entertainment,Polygon Magic,7.101890450799806,0.15,0.08,0.0,0.06,0.01,2000,149,7
"Warhammer 40,000: Fire Warrior",PS2,Shooter,THQ,Kuju Entertainment,7.101890450799806,0.16,0.08,0.0,0.06,0.02,2003,726,21
Wolfenstein: The Old Blood,XOne,Shooter,Bethesda Softworks,MachineGames,8.0,0.15,0.07,0.0,0.07,0.01,2015,113,11
Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,Action,Konami,Konami,7.101890450799806,0.15,0.15,0.0,0.0,0.0,2005,769,409
Metroid Prime: Federation Force,3DS,Action,Nintendo,Next Level Games,6.3,0.15,0.08,0.03,0.02,0.01,2016,383,9
Thor: God of Thunder,PS3,Action,Sega,Liquid Entertainment,3.7,0.15,0.07,0.0,0.06,0.02,2011,640,3
Elf: The Movie,GBA,Action,Crave Entertainment,Humansoft,7.101890450799806,0.15,0.1,0.0,0.04,0.0,2004,149,1
Saw II: Flesh & Blood,X360,Action,Konami,Zombie Studios,4.9,0.15,0.1,0.0,0.04,0.01,2010,769,5
Dynasty Warriors 8: Empires,X360,Action,Tecmo Koei,Omega Force,7.101890450799806,0.15,0.09,0.0,0.05,0.01,2013,196,145
Sonny with a Chance,DS,Action,Disney Interactive Studios,Altron,7.101890450799806,0.15,0.12,0.0,0.02,0.01,2010,199,25
Killer7,GC,Action,Capcom,Grasshopper Manufacture,7.2,0.15,0.12,0.0,0.03,0.0,2005,437,17
SpongeBob's Boating Bash,DS,Misc,THQ,Impulse Games,7.101890450799806,0.15,0.13,0.0,0.0,0.01,2010,726,4
Charm Girls Club: Pajama Party,Wii,Misc,Electronic Arts,Electronic Arts,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2009,843,63
Super Monkey Ball Deluxe,XB,Misc,Sega,Sega,7.101890450799806,0.15,0.11,0.0,0.03,0.01,2005,640,154
Tamagotchi Collection,DS,Misc,Namco Bandai,Bandai Namco Games,7.101890450799806,0.15,0.0,0.15,0.0,0.0,2011,333,209
Travel Games For Dummies,DS,Misc,Electronic Arts,Electronic Arts,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2008,843,63
Major League Baseball 2K12,Wii,Misc,Take-Two Interactive,"Visual Concepts, Ltd.",7.101890450799806,0.15,0.14,0.0,0.0,0.01,2012,53,8
Rayman Raving Rabbids,DS,Misc,Ubisoft,Ubisoft Bulgaria,7.101890450799806,0.15,0.13,0.0,0.01,0.01,2007,1012,3
Ultimate Board Game Collection,Wii,Misc,Valcon Games,Jack of All Games,7.101890450799806,0.15,0.13,0.0,0.0,0.01,2007,29,5
One Piece Unlimited World: Red,PSV,Action-Adventure,Namco Bandai Games,Ganbarion,7.101890450799806,0.15,0.04,0.04,0.04,0.03,2014,327,21
Blazing Dragons,PS,Adventure,Mindscape,Illusions Game Company,6.6,0.15,0.08,0.0,0.06,0.01,1996,29,1
Steins;Gate 0,PSV,Adventure,PQube,5pb. Inc.,7.101890450799806,0.16,0.0,0.07,0.07,0.02,2016,26,33
Kowloon's Gate,PS,Adventure,Sony Computer Entertainment,ArtDink,7.101890450799806,0.15,0.0,0.14,0.0,0.01,1997,568,37
Suzumiya Haruhi no Yakusoku,PSP,Adventure,Namco Bandai,Bandai Namco Games,7.101890450799806,0.15,0.0,0.15,0.0,0.0,2007,333,209
KLAX,2600,Puzzle,Atari,Atari,7.101890450799806,0.15,0.14,0.0,0.01,0.0,1990,335,72
Capcom Classics Collection,XB,Misc,Capcom,Digital Eclipse,7.101890450799806,0.15,0.11,0.0,0.03,0.01,2005,437,41
SNK Arcade Classics Vol. 1,PSP,Misc,SNK Playmore,Terminal Reality,6.7,0.15,0.13,0.01,0.0,0.01,2008,42,30
Zoids: Battle Legends,GC,Action,Atari,Tomy Corporation,5.0,0.15,0.12,0.0,0.03,0.0,2004,335,5
Pokémon: Johto Photo Finish: Game Boy Advance Video,GBA,Misc,Majesco,Nintendo,7.101890450799806,0.15,0.11,0.0,0.04,0.0,2004,227,58
Rock Band: Metal Track Pack,X360,Misc,MTV Games,Harmonix Music Systems,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2009,44,62
WWE '13,Wii,Misc,THQ,Unknown,7.101890450799806,0.15,0.11,0.0,0.02,0.01,2012,726,439
Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,Misc,Majesco,Majesco Games,7.101890450799806,0.15,0.11,0.0,0.04,0.0,2004,227,28
Karaoke Revolution Glee: Volume 3,X360,Misc,Konami,Hijinx Studios,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2011,769,2
Arcade Zone,Wii,Misc,Activision,Ivolgamus UAB,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2009,1044,2
Assassin's Creed Rogue Remastered,PS4,Action-Adventure,Ubisoft,Ubisoft,7.101890450799806,0.16,0.0,0.01,0.13,0.02,2018,1012,196
Thor: God of Thunder,Wii,Action,Sega,Red Fly Studio,6.4,0.15,0.1,0.0,0.04,0.01,2011,640,7
Jaws Unleashed,XB,Action,Majesco,Appaloosa Interactive,7.101890450799806,0.15,0.11,0.0,0.03,0.01,2006,227,7
X-Men: The Official Game,GC,Action,Activision,Hypnos,7.101890450799806,0.15,0.12,0.0,0.03,0.0,2006,1044,1
Darksiders,PC,Action,THQ,Vigil Games,8.0,0.15,0.07,0.0,0.06,0.01,2010,726,6
The Secret Saturdays: Beasts of the 5th Sun,PS2,Action,D3 Publisher,High Voltage Software,7.101890450799806,0.15,0.05,0.0,0.02,0.08,2009,195,69
Samurai Warriors: Katana,Wii,Action,KOEI,Omega Force,7.101890450799806,0.16,0.11,0.04,0.0,0.01,2008,158,145
Warriors Orochi 3,PS4,Action,Tecmo Koei,Omega Force,7.101890450799806,0.15,0.04,0.04,0.05,0.02,2014,196,145
Marvel Super Hero Squad: The Infinity Gauntlet,X360,Action,THQ,THQ,7.101890450799806,0.15,0.12,0.0,0.02,0.01,2010,726,86
FIFA 06: Road to FIFA World Cup,X360,Sports,EA Sports,EA Canada,6.1,0.15,0.11,0.01,0.02,0.01,2005,540,292
World League Soccer,SNES,Sports,Mindscape,Anco,7.101890450799806,0.15,0.0,0.15,0.0,0.0,1992,29,1
NBA ShootOut 2001,PS2,Sports,Sony Computer Entertainment,989 Sports,7.101890450799806,0.15,0.07,0.0,0.06,0.02,2001,568,35
Soldier of Fortune: Payback,PS3,Shooter,Activision,Cauldron Ltd.,7.101890450799806,0.1599999999999999,0.12,0.0,0.02,0.02,2007,1044,8
Project Sylpheed: Arc of Deception,X360,Shooter,Microsoft,Game Arts / Seta Corporation,6.7,0.16,0.12,0.02,0.01,0.01,2007,38,1
Army Men: Sarge's War,GC,Shooter,Global Star Software,Tactical Development,7.101890450799806,0.15,0.12,0.0,0.03,0.0,2004,47,2
Transformer: Rise of the Dark Spark,XOne,Shooter,Activision,Edge of Reality,7.101890450799806,0.15,0.1,0.0,0.03,0.01,2014,1044,26
Serious Sam,XB,Shooter,Gotham Games,Croteam,7.101890450799806,0.15,0.11,0.0,0.03,0.01,2002,21,7
Jikkyou Powerful Pro Yakyuu 2009,PS2,Sports,Konami,Konami,7.101890450799806,0.15,0.0,0.15,0.0,0.0,2009,769,409
Little League World Series Baseball 2009,Wii,Sports,Activision,Now Production,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2009,1044,18
Major League Baseball 2K10,DS,Sports,2K Sports,Visual Concepts,2.8,0.15,0.14,0.0,0.0,0.01,2010,183,134
MLB Power Pros 2008,PS2,Sports,2K Sports,PawaPuro Production,7.101890450799806,0.15,0.05,0.05,0.04,0.01,2008,183,51
Jikkyou Powerful Pro Yakyuu 2012,PSP,Sports,Konami Digital Entertainment,Konami,7.101890450799806,0.15,0.0,0.15,0.0,0.0,2012,107,409
World Series Baseball 2K3,XB,Sports,Sega,Blue Shift,7.101890450799806,0.15,0.11,0.0,0.03,0.01,2003,640,9
High Velocity Bowling,PS3,Sports,Sony Computer Entertainment,Team Ramrod,7.101890450799806,0.15,0.13,0.0,0.0,0.02,2010,568,1
FIFA Soccer 2002,PS,Sports,EA Sports,EA Canada,7.101890450799806,0.15,0.08,0.0,0.06,0.01,2001,540,292
All-Pro Football 2K8,PS3,Sports,2K Sports,Visual Concepts,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2007,183,134
Active Life Explorer,Wii,Sports,Namco Bandai,Namco Bandai Games,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2010,333,123
Family Party: Fitness Fun,Wii,Sports,D3 Publisher,Tamsoft Corporation,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2010,195,9
Major League Baseball 2K11,Wii,Sports,2K Sports,Visual Concepts,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2011,183,134
NBA Live 19,XOne,Sports,Electronic Arts,EA Tiburon,7.101890450799806,0.15,0.13,0.0,0.0,0.02,2018,843,193
NHL 2K10,PS3,Sports,2K Sports,Visual Concepts,6.5,0.15,0.13,0.0,0.01,0.01,2009,183,134
NBA 09: The Inside,PS3,Sports,Sony Computer Entertainment,SCE San Diego Studio,7.101890450799806,0.15,0.14,0.0,0.0,0.01,2008,568,31
NCAA GameBreaker 2001,PS2,Sports,Sony Computer Entertainment,989 Sports,7.101890450799806,0.15,0.07,0.0,0.06,0.02,2000,568,35
