Game Title,Console,Genre,Publisher,Developer,Critic Score,Sales,North American Sales,Japanese Sales,EU Sales,Other Sales,Release Year,Publisher Freq,Developer Freq
Touch Mechanic,DS,Simulation,Aspyr,Kando Games,0.6779878278666451,0.003937007874015749,0.00819672131147541,0.0,0.0,0.003205128205128205,2009,0.02109300095877277,0.0045662100456621
DanceDanceRevolution,X360,Simulation,Konami,Konami,0.6779878278666451,0.003937007874015749,0.00819672131147541,0.0,0.0,0.003205128205128205,2011,0.7363374880153403,0.9315068493150684
Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,Simulation,Nippon Columbia,Racjin,0.6779878278666451,0.0034448818897637803,0.0,0.03755868544600939,0.0,0.0,2013,0.014381591562799615,0.0091324200913242
Qubed,X360,Puzzle,Atari,Various,0.6779878278666451,0.0034448818897637803,0.007172131147540985,0.0,0.0,0.003205128205128205,2009,0.32023010546500474,0.05707762557077625
Bust-A-Move 2 Arcade Edition,N64,Puzzle,Acclaim Entertainment,Probe Entertainment Limited,0.6779878278666451,0.0034448818897637803,0.006147540983606557,0.0,0.0020304568527918783,0.0,1998,0.1860019175455417,0.0319634703196347
Dream Day: Wedding Destinations,DS,Simulation,THQ,THQ,0.6779878278666451,0.003937007874015749,0.00819672131147541,0.0,0.0,0.003205128205128205,2009,0.6951102588686481,0.19406392694063926
Pony Friends 2,Wii,Simulation,Square Enix,Tantalus Interactive,0.6779878278666451,0.0034448818897637803,0.0030737704918032786,0.0,0.0040609137055837565,0.003205128205128205,2010,0.19942473633748803,0.04794520547945205
Theme Park,SAT,Simulation,Electronic Arts,Bullfrog Production,0.6779878278666451,0.0034448818897637803,0.0,0.03755868544600939,0.0,0.0,1995,0.8072866730584851,0.0
X Rebirth,PC,Simulation,Egosoft,Egosoft,0.6779878278666451,0.0034448818897637803,0.0,0.0,0.008121827411167513,0.0,2013,0.0,0.00684931506849315
Air Conflicts: Secret Wars,X360,Simulation,Kalypso,Games Farm,0.5555555555555556,0.003937007874015749,0.006147540983606557,0.0,0.0020304568527918783,0.003205128205128205,2011,0.02109300095877277,0.0182648401826484
R/C Stunt Copter,PS,Simulation,Titus,"Big Grub / Shiny Entertainment, Inc.",0.6779878278666451,0.0034448818897637803,0.004098360655737705,0.0,0.003045685279187817,0.003205128205128205,1999,0.020134228187919462,0.0
