Game Title,Console,Genre,Publisher,Developer,Critic Score,Sales,North American Sales,Japanese Sales,EU Sales,Other Sales,Release Year,Publisher Freq,Developer Freq,Decade,NA Share,EU Share,JP Share,Other Share,Is Recent,Game Quality,Game Quality Encoded
Zero Divide,PS,Fighting,Time Warner Interactive,Zoom Inc.,0.6779878278666451,0.0024606299212598,0.0030737704918032,0.0,0.0020304568527918,0.0,1995,0.0019175455417066,0.0068493150684931,1990,1.249180327868842,0.8251776649746019,0.0,0.0,0,Medium,1
Marvel Super Heroes,SAT,Fighting,Capcom,Capcom,0.6779878278666451,0.0024606299212598,0.0,0.028169014084507,0.0,0.0,1997,0.4180249280920421,0.6689497716894978,1990,0.0,0.0,11.447887323943844,0.0,0,Medium,1
Gintama no Sugoroku,PSP,Misc,Namco Bandai Games,Bandai Namco Games,0.6779878278666451,0.0024606299212598,0.0,0.028169014084507,0.0,0.0,2013,0.3125599232981783,0.4748858447488584,2010,0.0,0.0,11.447887323943844,0.0,0,Medium,1
Meitantei Conan: Tantei Ryoku Trainer,DS,Misc,Namco Bandai,Bandai Namco Games,0.6779878278666451,0.0024606299212598,0.0,0.028169014084507,0.0,0.0,2007,0.3183125599232981,0.4748858447488584,2000,0.0,0.0,11.447887323943844,0.0,0,Medium,1
Atari Flashback Classics: Volume 2,XOne,Misc,Atari,Atari,0.6779878278666451,0.0024606299212598,0.0051229508196721,0.0,0.0,0.0032051282051282,2016,0.3202301054650047,0.1621004566210045,2010,2.0819672131147775,0.0,0.0,1.302564102564123,1,Medium,1
Genkai Tokki Monster Monpiece,PSV,Misc,Idea Factory,Compile Heart,0.6779878278666451,0.0024606299212598,0.0,0.028169014084507,0.0,0.0,2014,0.186960690316395,0.1050228310502283,2010,0.0,0.0,11.447887323943844,0.0,0,Medium,1
Game Center CX: 3-Choume no Arino,3DS,Misc,Namco Bandai Games,Bandai Namco Games,0.6779878278666451,0.0024606299212598,0.0,0.028169014084507,0.0,0.0,2014,0.3125599232981783,0.4748858447488584,2010,0.0,0.0,11.447887323943844,0.0,0,Medium,1
World Poker Tour,XB,Misc,2K Sports,2K Sports,0.6779878278666451,0.0024606299212598,0.0051229508196721,0.0,0.0010152284263959,0.0,2005,0.174496644295302,0.0228310502283105,2000,2.0819672131147775,0.4125888324873009,0.0,0.0,0,Medium,1
Super Mahjong 2: Honkaku 4Jin Uchi,SNES,Misc,Imax,I'Max,0.6779878278666451,0.0024606299212598,0.0,0.028169014084507,0.0,0.0,1993,0.0,0.0,1990,0.0,0.0,11.447887323943844,0.0,0,Medium,1
Pop'n Music Portable 2,PSP,Misc,Konami,Konami,0.6779878278666451,0.0024606299212598,0.0,0.028169014084507,0.0,0.0,2011,0.7363374880153403,0.9315068493150684,2010,0.0,0.0,11.447887323943844,0.0,0,Medium,1
ICO,PS3,Adventure,Sony Computer Entertainment,Bluepoint Games,0.6779878278666451,0.0024606299212598,0.0,0.028169014084507,0.0,0.0,2011,0.5436241610738255,0.0228310502283105,2010,0.0,0.0,11.447887323943844,0.0,0,Medium,1
D.C. II P.S.: Da Capo II Plus Situation,PS2,Adventure,Kadokawa Shoten,Circus,0.6779878278666451,0.0024606299212598,0.0,0.028169014084507,0.0,0.0,2008,0.0479386385426653,0.002283105022831,2000,0.0,0.0,11.447887323943844,0.0,0,Medium,1
